"Year","ID","Bat_number","Distance","Species","Number_of_bats","Pinta_kolo","Height","Entrance_distance","Bunker_height","New_species","Relative_distance","Relative_height","Area","Perimeter","Volume","Entrances_number"
2024,"1-180",7,10.854,"Enil",1,"pinta",3,24.446,3,"Enil",0.443999018244293,1,299.448,221.422,821.5596,4
2024,"7",1,9.772,"Enil",1,"kolo",2.5,25.985,2.5,"Enil",0.376063113334616,1,176.048,184.846,441.139,4
2024,"7",1,9.772,"Enil",1,"kolo",2.5,25.985,2.5,"Enil",0.376063113334616,1,176.048,184.846,441.139,4
2024,"7",1,9.772,"Enil",1,"kolo",2.5,25.985,2.5,"Enil",0.376063113334616,1,176.048,184.846,441.139,4
2024,"7",2,19.277,"Mmbra",1,"kolo",1.5,25.985,2.3,"Myotis",0.741851067923802,0.652173913043478,176.048,184.846,441.139,4
2024,"7",2,19.277,"Mmbra",1,"kolo",1.5,25.985,2.3,"Myotis",0.741851067923802,0.652173913043478,176.048,184.846,441.139,4
2024,"7",2,19.277,"Mmbra",1,"kolo",1.5,25.985,2.3,"Myotis",0.741851067923802,0.652173913043478,176.048,184.846,441.139,4
2024,"7",3,18.65,"Mmbra",1,"kolo",1.5,25.985,2.3,"Myotis",0.71772176255532,0.652173913043478,176.048,184.846,441.139,4
2024,"7",3,18.65,"Mmbra",1,"kolo",1.5,25.985,2.3,"Myotis",0.71772176255532,0.652173913043478,176.048,184.846,441.139,4
2024,"7",3,18.65,"Mmbra",1,"kolo",1.5,25.985,2.3,"Myotis",0.71772176255532,0.652173913043478,176.048,184.846,441.139,4
2024,"7",4,16.318,"Enil",1,"kolo",1.5,25.985,2.3,"Enil",0.627977679430441,0.652173913043478,176.048,184.846,441.139,4
2024,"7",4,16.318,"Enil",1,"kolo",1.5,25.985,2.3,"Enil",0.627977679430441,0.652173913043478,176.048,184.846,441.139,4
2024,"7",4,16.318,"Enil",1,"kolo",1.5,25.985,2.3,"Enil",0.627977679430441,0.652173913043478,176.048,184.846,441.139,4
2024,"7",5,17.895,"Paur",1,"kolo",1,25.985,2.3,"Paur",0.688666538387531,0.434782608695652,176.048,184.846,441.139,4
2024,"7",5,17.895,"Paur",1,"kolo",1,25.985,2.3,"Paur",0.688666538387531,0.434782608695652,176.048,184.846,441.139,4
2024,"7",5,17.895,"Paur",1,"kolo",1,25.985,2.3,"Paur",0.688666538387531,0.434782608695652,176.048,184.846,441.139,4
2024,"7",6,8.611,"Enil",1,"kolo",4.5,25.985,5,"Enil",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Enil",1,"kolo",4.5,25.985,5,"Enil",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Enil",1,"kolo",4.5,25.985,5,"Enil",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Paur",1,"kolo",4.5,25.985,5,"Paur",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Paur",1,"kolo",4.5,25.985,5,"Paur",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Paur",1,"kolo",4.5,25.985,5,"Paur",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Paur",1,"kolo",4.5,25.985,5,"Paur",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Paur",1,"kolo",4.5,25.985,5,"Paur",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Paur",1,"kolo",4.5,25.985,5,"Paur",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",6,8.611,"Mmbra",1,"kolo",4.5,25.985,5,"Myotis",0.331383490475274,0.9,176.048,184.846,441.139,4
2024,"7",7,17.57,"Mmbra",1,"kolo",2,25.985,2.3,"Myotis",0.676159322686165,0.869565217391304,176.048,184.846,441.139,4
2024,"7",7,17.57,"Mmbra",1,"kolo",2,25.985,2.3,"Myotis",0.676159322686165,0.869565217391304,176.048,184.846,441.139,4
2024,"7",7,17.57,"Mmbra",1,"kolo",2,25.985,2.3,"Myotis",0.676159322686165,0.869565217391304,176.048,184.846,441.139,4
2024,"7",7,17.57,"Mmbra",1,"kolo",2,25.985,2.3,"Myotis",0.676159322686165,0.869565217391304,176.048,184.846,441.139,4
2024,"7",7,17.57,"Mmbra",1,"kolo",2,25.985,2.3,"Myotis",0.676159322686165,0.869565217391304,176.048,184.846,441.139,4
2024,"7",7,17.57,"Mmbra",1,"kolo",2,25.985,2.3,"Myotis",0.676159322686165,0.869565217391304,176.048,184.846,441.139,4
2024,"7",7,17.57,"Myotis sp",1,"kolo",NA,25.985,2.3,"Myotis",0.676159322686165,NA,176.048,184.846,441.139,4
2024,"7",7,17.57,"Myotis sp",1,"kolo",NA,25.985,2.3,"Myotis",0.676159322686165,NA,176.048,184.846,441.139,4
2024,"7",7,17.57,"Myotis sp",1,"kolo",NA,25.985,2.3,"Myotis",0.676159322686165,NA,176.048,184.846,441.139,4
2024,"7",7,17.57,"Myotis sp",1,"kolo",NA,25.985,2.3,"Myotis",0.676159322686165,NA,176.048,184.846,441.139,4
2024,"7",7,17.57,"Myotis sp",1,"kolo",NA,25.985,2.3,"Myotis",0.676159322686165,NA,176.048,184.846,441.139,4
2024,"7",7,17.57,"Myotis sp",1,"kolo",NA,25.985,2.3,"Myotis",0.676159322686165,NA,176.048,184.846,441.139,4
2024,"7",7,17.57,"Myotis sp",1,"kolo",NA,25.985,2.3,"Myotis",0.676159322686165,NA,176.048,184.846,441.139,4
2024,"7",7,17.57,"Myotis sp",1,"kolo",NA,25.985,2.3,"Myotis",0.676159322686165,NA,176.048,184.846,441.139,4
2024,"7",7,17.57,"Myotis sp",1,"kolo",NA,25.985,2.3,"Myotis",0.676159322686165,NA,176.048,184.846,441.139,4
2024,"7",7,17.57,"Paur",1,"kolo",1,25.985,2.3,"Paur",0.676159322686165,0.434782608695652,176.048,184.846,441.139,4
2024,"7",7,17.57,"Paur",1,"kolo",1,25.985,2.3,"Paur",0.676159322686165,0.434782608695652,176.048,184.846,441.139,4
2024,"7",7,17.57,"Paur",1,"kolo",1,25.985,2.3,"Paur",0.676159322686165,0.434782608695652,176.048,184.846,441.139,4
2024,"7",8,19.234,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.74019626707716,1,176.048,184.846,441.139,4
2024,"7",8,19.234,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.74019626707716,1,176.048,184.846,441.139,4
2024,"7",8,19.234,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.74019626707716,1,176.048,184.846,441.139,4
2024,"7",8,19.234,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.74019626707716,1,176.048,184.846,441.139,4
2024,"7",8,19.234,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.74019626707716,1,176.048,184.846,441.139,4
2024,"7",8,19.234,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.74019626707716,1,176.048,184.846,441.139,4
2024,"7",8,19.234,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.74019626707716,1,176.048,184.846,441.139,4
2024,"7",8,19.234,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.74019626707716,1,176.048,184.846,441.139,4
2024,"7",8,19.234,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.74019626707716,1,176.048,184.846,441.139,4
2024,"7",9,19.753,"Mmbra",1,"kolo",2,25.985,3.2,"Myotis",0.760169328458726,0.625,176.048,184.846,441.139,4
2024,"7",9,19.753,"Mmbra",1,"kolo",2,25.985,3.2,"Myotis",0.760169328458726,0.625,176.048,184.846,441.139,4
2024,"7",9,19.753,"Mmbra",1,"kolo",2,25.985,3.2,"Myotis",0.760169328458726,0.625,176.048,184.846,441.139,4
2024,"7",10,20.352,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.78322108908986,1,176.048,184.846,441.139,4
2024,"7",10,20.352,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.78322108908986,1,176.048,184.846,441.139,4
2024,"7",10,20.352,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.78322108908986,1,176.048,184.846,441.139,4
2024,"7",10,20.352,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.78322108908986,1,176.048,184.846,441.139,4
2024,"7",10,20.352,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.78322108908986,1,176.048,184.846,441.139,4
2024,"7",10,20.352,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.78322108908986,1,176.048,184.846,441.139,4
2024,"7",10,20.352,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.78322108908986,1,176.048,184.846,441.139,4
2024,"7",10,20.352,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.78322108908986,1,176.048,184.846,441.139,4
2024,"7",10,20.352,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.78322108908986,1,176.048,184.846,441.139,4
2024,"7",10,20.352,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.78322108908986,1,176.048,184.846,441.139,4
2024,"7",10,20.352,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.78322108908986,1,176.048,184.846,441.139,4
2024,"7",10,20.352,"Myotis sp",1,"kolo",3.2,25.985,3.2,"Myotis",0.78322108908986,1,176.048,184.846,441.139,4
2024,"7",11,20.899,"Mmbra",1,"pinta",3.2,25.985,3.2,"Myotis",0.804271695208774,1,176.048,184.846,441.139,4
2024,"7",11,20.899,"Mmbra",1,"pinta",3.2,25.985,3.2,"Myotis",0.804271695208774,1,176.048,184.846,441.139,4
2024,"7",11,20.899,"Mmbra",1,"pinta",3.2,25.985,3.2,"Myotis",0.804271695208774,1,176.048,184.846,441.139,4
2024,"7",12,23.43,"Mmbra",1,"kolo",3,25.985,3.2,"Myotis",0.901674042716952,0.9375,176.048,184.846,441.139,4
2024,"7",12,23.43,"Mmbra",1,"kolo",3,25.985,3.2,"Myotis",0.901674042716952,0.9375,176.048,184.846,441.139,4
2024,"7",12,23.43,"Mmbra",1,"kolo",3,25.985,3.2,"Myotis",0.901674042716952,0.9375,176.048,184.846,441.139,4
2024,"7",13,25.476,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.98041177602463,1,176.048,184.846,441.139,4
2024,"7",13,25.476,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.98041177602463,1,176.048,184.846,441.139,4
2024,"7",13,25.476,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.98041177602463,1,176.048,184.846,441.139,4
2024,"7",13,25.476,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.98041177602463,1,176.048,184.846,441.139,4
2024,"7",13,25.476,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.98041177602463,1,176.048,184.846,441.139,4
2024,"7",13,25.476,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.98041177602463,1,176.048,184.846,441.139,4
2024,"7",13,25.476,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.98041177602463,1,176.048,184.846,441.139,4
2024,"7",13,25.476,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.98041177602463,1,176.048,184.846,441.139,4
2024,"7",13,25.476,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.98041177602463,1,176.048,184.846,441.139,4
2024,"7",14,25.309,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.973984991341158,1,176.048,184.846,441.139,4
2024,"7",14,25.309,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.973984991341158,1,176.048,184.846,441.139,4
2024,"7",14,25.309,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.973984991341158,1,176.048,184.846,441.139,4
2024,"7",14,25.309,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.973984991341158,1,176.048,184.846,441.139,4
2024,"7",14,25.309,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.973984991341158,1,176.048,184.846,441.139,4
2024,"7",14,25.309,"Mmbra",1,"kolo",3.2,25.985,3.2,"Myotis",0.973984991341158,1,176.048,184.846,441.139,4
2024,"7",15,25.792,"Enil",1,"pinta",2,25.985,3.2,"Enil",0.99257263806042,0.625,176.048,184.846,441.139,4
2024,"7",15,25.792,"Enil",1,"pinta",2,25.985,3.2,"Enil",0.99257263806042,0.625,176.048,184.846,441.139,4
2024,"7",15,25.792,"Enil",1,"pinta",2,25.985,3.2,"Enil",0.99257263806042,0.625,176.048,184.846,441.139,4
2024,"7",16,25.872,"Enil",1,"pinta",3,25.985,3.2,"Enil",0.995651337309987,0.9375,176.048,184.846,441.139,4
2024,"7",16,25.872,"Enil",1,"pinta",3,25.985,3.2,"Enil",0.995651337309987,0.9375,176.048,184.846,441.139,4
2024,"7",16,25.872,"Enil",1,"pinta",3,25.985,3.2,"Enil",0.995651337309987,0.9375,176.048,184.846,441.139,4
2024,"70",1,10.748,"Chi sp",1,"kolo",2.1,11.786,2.1,"Chi sp",0.911929407771933,1,47.005,56.461,94.01,2
2024,"70",1,10.748,"Chi sp",1,"kolo",2.1,11.786,2.1,"Chi sp",0.911929407771933,1,47.005,56.461,94.01,2
2024,"70",1,10.748,"Chi sp",1,"kolo",2.1,11.786,2.1,"Chi sp",0.911929407771933,1,47.005,56.461,94.01,2
2024,"152",1,11.524,"Enil",1,"kolo",2,12.904,2,"Enil",0.893056416615003,1,43.884,51.194,87.768,1
2024,"152",1,11.524,"Enil",1,"kolo",2,12.904,2,"Enil",0.893056416615003,1,43.884,51.194,87.768,1
2024,"152",1,11.524,"Enil",1,"kolo",2,12.904,2,"Enil",0.893056416615003,1,43.884,51.194,87.768,1
2024,"152",2,11.906,"Enil",1,"kolo",2,12.904,2,"Enil",0.922659640421575,1,43.884,51.194,87.768,1
2024,"152",2,11.906,"Enil",1,"kolo",2,12.904,2,"Enil",0.922659640421575,1,43.884,51.194,87.768,1
2024,"152",2,11.906,"Enil",1,"kolo",2,12.904,2,"Enil",0.922659640421575,1,43.884,51.194,87.768,1
2024,"152",2,11.906,"Enil",1,"kolo",2,12.904,2,"Enil",0.922659640421575,1,43.884,51.194,87.768,1
2024,"152",2,11.906,"Enil",1,"kolo",2,12.904,2,"Enil",0.922659640421575,1,43.884,51.194,87.768,1
2024,"152",2,11.906,"Enil",1,"kolo",2,12.904,2,"Enil",0.922659640421575,1,43.884,51.194,87.768,1
2024,"72",1,4.244,"Enil",1,"pinta",-3,10.996,2,"Enil",0.385958530374682,-1.5,42.27,52.591,81.5811,1
2024,"72",1,4.244,"Enil",1,"pinta",-3,10.996,2,"Enil",0.385958530374682,-1.5,42.27,52.591,81.5811,1
2024,"72",1,4.244,"Enil",1,"pinta",-3,10.996,2,"Enil",0.385958530374682,-1.5,42.27,52.591,81.5811,1
2024,"72",1,4.244,"Enil",1,"pinta",-3,10.996,2,"Enil",0.385958530374682,-1.5,42.27,52.591,81.5811,1
2024,"72",1,4.244,"Enil",1,"pinta",-3,10.996,2,"Enil",0.385958530374682,-1.5,42.27,52.591,81.5811,1
2024,"72",1,4.244,"Enil",1,"pinta",-3,10.996,2,"Enil",0.385958530374682,-1.5,42.27,52.591,81.5811,1
2024,"72",1,4.244,"Enil",1,"pinta",-3,10.996,2,"Enil",0.385958530374682,-1.5,42.27,52.591,81.5811,1
2024,"72",1,4.244,"Enil",1,"pinta",-3,10.996,2,"Enil",0.385958530374682,-1.5,42.27,52.591,81.5811,1
2024,"72",1,4.244,"Enil",1,"pinta",-3,10.996,2,"Enil",0.385958530374682,-1.5,42.27,52.591,81.5811,1
2024,"73",1,11.37,"Enil",1,"kolo",2,21.589,2,"Enil",0.526657093890407,1,49.906,56.184,96.81764,1
2024,"73",1,11.37,"Enil",1,"kolo",2,21.589,2,"Enil",0.526657093890407,1,49.906,56.184,96.81764,1
2024,"73",1,11.37,"Enil",1,"kolo",2,21.589,2,"Enil",0.526657093890407,1,49.906,56.184,96.81764,1
2024,"73",2,5.369,"Enil",1,"pinta",2,21.589,2,"Enil",0.248691463245171,1,49.906,56.184,96.81764,1
2024,"73",2,5.369,"Enil",1,"pinta",2,21.589,2,"Enil",0.248691463245171,1,49.906,56.184,96.81764,1
2024,"73",2,5.369,"Enil",1,"pinta",2,21.589,2,"Enil",0.248691463245171,1,49.906,56.184,96.81764,1
2024,"427",1,9.923,"Enil",1,"kolo",1.8,11.328,1.9,"Enil",0.87597104519774,0.947368421052632,41.504,54.707,83.008,1
2024,"427",1,9.923,"Enil",1,"kolo",1.8,11.328,1.9,"Enil",0.87597104519774,0.947368421052632,41.504,54.707,83.008,1
2024,"427",1,9.923,"Enil",1,"kolo",1.8,11.328,1.9,"Enil",0.87597104519774,0.947368421052632,41.504,54.707,83.008,1
2024,"427",2,10.329,"Enil",1,"pinta",1.9,11.328,1.9,"Enil",0.911811440677966,1,41.504,54.707,83.008,1
2024,"427",2,10.329,"Enil",1,"pinta",1.9,11.328,1.9,"Enil",0.911811440677966,1,41.504,54.707,83.008,1
2024,"427",2,10.329,"Enil",1,"pinta",1.9,11.328,1.9,"Enil",0.911811440677966,1,41.504,54.707,83.008,1
2024,"427",2,10.329,"Enil",1,"pinta",1.9,11.328,1.9,"Enil",0.911811440677966,1,41.504,54.707,83.008,1
2024,"427",2,10.329,"Enil",1,"pinta",1.9,11.328,1.9,"Enil",0.911811440677966,1,41.504,54.707,83.008,1
2024,"427",2,10.329,"Enil",1,"pinta",1.9,11.328,1.9,"Enil",0.911811440677966,1,41.504,54.707,83.008,1
2024,"244",1,4.815,"Enil",1,"pinta",2.2,11.595,2.2,"Enil",0.415265200517464,1,49.648,57.343,99.296,1
2024,"244",1,4.815,"Enil",1,"pinta",2.2,11.595,2.2,"Enil",0.415265200517464,1,49.648,57.343,99.296,1
2024,"244",1,4.815,"Enil",1,"pinta",2.2,11.595,2.2,"Enil",0.415265200517464,1,49.648,57.343,99.296,1
2024,"244",2,7.167,"Enil",1,"pinta",2.1,11.595,2.2,"Enil",0.618111254851229,0.954545454545454,49.648,57.343,99.296,1
2024,"244",2,7.167,"Enil",1,"pinta",2.1,11.595,2.2,"Enil",0.618111254851229,0.954545454545454,49.648,57.343,99.296,1
2024,"244",2,7.167,"Enil",1,"pinta",2.1,11.595,2.2,"Enil",0.618111254851229,0.954545454545454,49.648,57.343,99.296,1
2024,"244",3,10.84,"Paur",1,"pinta",2,11.595,2.2,"Paur",0.934885726606296,0.909090909090909,49.648,57.343,99.296,1
2024,"244",3,10.84,"Paur",1,"pinta",2,11.595,2.2,"Paur",0.934885726606296,0.909090909090909,49.648,57.343,99.296,1
2024,"244",3,10.84,"Paur",1,"pinta",2,11.595,2.2,"Paur",0.934885726606296,0.909090909090909,49.648,57.343,99.296,1
2024,"244",3,10.84,"Mmbra",1,"pinta",2,11.595,2.2,"Myotis",0.934885726606296,0.909090909090909,49.648,57.343,99.296,1
2024,"244",3,10.84,"Mmbra",1,"pinta",2,11.595,2.2,"Myotis",0.934885726606296,0.909090909090909,49.648,57.343,99.296,1
2024,"244",3,10.84,"Mmbra",1,"pinta",2,11.595,2.2,"Myotis",0.934885726606296,0.909090909090909,49.648,57.343,99.296,1
2024,"241",1,2.547,"Enil",1,"kolo",2,6.987,2,"Enil",0.364534134821812,1,28.698,38.497,57.396,2
2024,"241",1,2.547,"Enil",1,"kolo",2,6.987,2,"Enil",0.364534134821812,1,28.698,38.497,57.396,2
2024,"241",1,2.547,"Enil",1,"kolo",2,6.987,2,"Enil",0.364534134821812,1,28.698,38.497,57.396,2
2024,"241",2,6.152,"Enil",1,"pinta",1.9,6.987,2,"Enil",0.880492342922571,0.95,28.698,38.497,57.396,2
2024,"241",2,6.152,"Enil",1,"pinta",1.9,6.987,2,"Enil",0.880492342922571,0.95,28.698,38.497,57.396,2
2024,"241",2,6.152,"Enil",1,"pinta",1.9,6.987,2,"Enil",0.880492342922571,0.95,28.698,38.497,57.396,2
2024,"241",3,5.959,"Enil",1,"pinta",1.9,6.987,2,"Enil",0.852869614999284,0.95,28.698,38.497,57.396,2
2024,"241",3,5.959,"Enil",1,"pinta",1.9,6.987,2,"Enil",0.852869614999284,0.95,28.698,38.497,57.396,2
2024,"241",3,5.959,"Enil",1,"pinta",1.9,6.987,2,"Enil",0.852869614999284,0.95,28.698,38.497,57.396,2
2024,"241",4,5.843,"Enil",1,"pinta",1.9,6.987,2,"Enil",0.836267353656791,0.95,28.698,38.497,57.396,2
2024,"241",4,5.843,"Enil",1,"pinta",1.9,6.987,2,"Enil",0.836267353656791,0.95,28.698,38.497,57.396,2
2024,"241",4,5.843,"Enil",1,"pinta",1.9,6.987,2,"Enil",0.836267353656791,0.95,28.698,38.497,57.396,2
2024,"31",1,5.541,"Enil",1,"pinta",-1.5,7.743,2,"Enil",0.715614103060829,-0.75,39.998,55.005,79.996,3
2024,"31",1,5.541,"Enil",1,"pinta",-1.5,7.743,2,"Enil",0.715614103060829,-0.75,39.998,55.005,79.996,3
2024,"31",1,5.541,"Enil",1,"pinta",-1.5,7.743,2,"Enil",0.715614103060829,-0.75,39.998,55.005,79.996,3
2024,"23",1,9.042,"Enil",1,"kolo",1.9,17.641,2,"Enil",0.512555977552293,0.95,58.978,66.053,117.956,3
2024,"23",1,9.042,"Enil",1,"kolo",1.9,17.641,2,"Enil",0.512555977552293,0.95,58.978,66.053,117.956,3
2024,"23",1,9.042,"Enil",1,"kolo",1.9,17.641,2,"Enil",0.512555977552293,0.95,58.978,66.053,117.956,3
2024,"77",1,11.461,"Enil",1,"pinta",1.9,12.372,1.9,"Enil",0.926365987714193,1,27.001,35.016,51.84192,1
2024,"77",1,11.461,"Enil",1,"pinta",1.9,12.372,1.9,"Enil",0.926365987714193,1,27.001,35.016,51.84192,1
2024,"77",1,11.461,"Enil",1,"pinta",1.9,12.372,1.9,"Enil",0.926365987714193,1,27.001,35.016,51.84192,1
2024,"77",2,5.889,"Enil",1,"pinta",1.9,12.372,1.9,"Enil",0.475994180407372,1,27.001,35.016,51.84192,1
