"Year","Area","ID","Bat_number","Distance","Species","Number_of_bats","Pinta_kolo","Height","Entrance_distance","Bunker_height","New_species"
2025,"Ravijoki","7",17,16.584,"Mmbra",1,"kolo",1.9,25.985,2.3,"Myotis"
2025,"Ravijoki","7",18,16.584,"Mdau",1,"kolo",1.9,25.985,2.3,"Myotis"
2025,"Ravijoki","7",19,18.17,"Mmbra",1,"kolo",2,25.985,2.3,"Myotis"
2025,"Ravijoki","7",20,18.187,"Paur",1,"kolo",1,25.985,2,"Paur"
2025,"Ravijoki","7",21,18.187,"Paur",1,"kolo",0.5,25.985,2,"Paur"
2025,"Ravijoki","7",22,19.975,"Mmbra",2,"kolo",1.5,25.985,3.2,"Myotis"
2025,"Ravijoki","7",23,18.849,"Mdau",1,"pinta",1.5,25.985,3.2,"Myotis"
2025,"Ravijoki","7",24,22.067,"Mmbra",1,"pinta",3,25.985,3.2,"Myotis"
2025,"Ravijoki","7",25,23.359,"Mmbra",4,"pinta",2.7,25.985,3.2,"Myotis"
2025,"Ravijoki","7",26,23.844,"Mmbra",2,"pinta",2.8,25.985,3.2,"Myotis"
2025,"Ravijoki","7",27,24.568,"Mmbra",4,"pinta",3,25.985,3.2,"Myotis"
2025,"Ravijoki","7",28,22.641,"Mmbra",1,"kolo",1.3,25.985,3.2,"Myotis"
2025,"Ravijoki","7",29,22.183,"Mmbra",1,"pinta",2.4,25.985,3.2,"Myotis"
2025,"Ravijoki","7",30,24.598,"Mmbra",3,"pinta",3,25.985,3.2,"Myotis"
2025,"Ravijoki","7",31,25.476,"Mmbra",1,"pinta",3,25.985,3.2,"Myotis"
2025,"Ravijoki","7",32,6.188,"Mmbra",5,"kolo",2.1,25.985,2.3,"Myotis"
2025,"Ravijoki","7",33,7.417,"Mmbra",2,"kolo",1.3,25.985,2.3,"Myotis"
2025,"Ravijoki","7",34,7.354,"Mmbra",1,"kolo",2,25.985,2.3,"Myotis"
2025,"Ravijoki","7",35,7.115,"Mmbra",4,"kolo",2.4,25.985,2.4,"Myotis"
2025,"Ravijoki","7",36,9.94,"Enil",1,"pinta",1.7,25.985,2.3,"Enil"
2025,"Ravijoki","7",37,9.23,"Enil",1,"kolo",2,25.985,2.3,"Enil"
2025,"Ravijoki","7",38,6.022,"Enil",1,"kolo",1.9,25.985,2.3,"Enil"
2025,"Saarasjarvi","70",1,0.624,"Enil",1,"pinta",2.1,11.786,2.1,"Enil"
2025,"Saarasjarvi","70",2,10.623,"Enil",1,"kolo",2.1,11.786,2.1,"Enil"
2025,"Saarasjarvi","70",3,9.912,"Enil",1,"kolo",2.1,11.786,2.1,"Enil"
2025,"Saarasjarvi","152",1,11.1,"Enil",1,"pinta",2,12.904,2,"Enil"
2025,"Saarasjarvi","72",1,6.51,"Enil",1,"pinta",2,10.996,2,"Enil"
2025,"Saarasjarvi","72",2,4.314,"Enil",1,"kolo",2,10.996,2,"Enil"
2025,"Saarasjarvi","72",3,6.017,"Enil",1,"kolo",2,10.996,2,"Enil"
2025,"Saarasjarvi","72",4,8.389,"Enil",1,"kolo",2,10.996,2,"Enil"
2025,"Saarasjarvi","72",6,9.767,"Enil",1,"kolo",2,10.996,2,"Enil"
2025,"Saarasjarvi","153",1,3.357,"Enil",1,"kolo",2,7.9,2,"Enil"
2025,"Saarasjarvi","153",2,3.1,"Enil",1,"kolo",2,7.9,2,"Enil"
2025,"Saarasjarvi","69",1,6.35,"Enil",1,"kolo",1.93,11.75,1.93,"Enil"
2025,"Saarasjarvi","69",2,9.458,"Enil",1,"pinta",1.93,11.75,1.93,"Enil"
2025,"Saarasjarvi","69",3,1.41,"Enil",1,"pinta",1.93,11.75,1.93,"Enil"
2025,"Saarasjarvi","73",1,2.573,"Enil",1,"pinta",2.1,21.589,5,"Enil"
2025,"Sakajarvi","77",1,8.11,"Enil",1,"kolo",1.9,12.372,1.9,"Enil"
2025,"Sakajarvi","79",1,6.777,"Enil",1,"kolo",1.9,9.119,1.9,"Enil"
2025,"Sakajarvi","79",2,6.157,"Enil",1,"pinta",1.9,9.119,1.9,"Enil"
2025,"Sakajarvi","143",1,5.612,"Enil",2,"kolo",2,9.18,2,"Enil"
2025,"Sakajarvi","143",2,6.794,"Enil",1,"kolo",2,9.18,2,"Enil"
2025,"Sakajarvi","121",1,7.652,"Enil",1,"kolo",1.9,10.063,1.9,"Enil"
2025,"Sakajarvi","121",2,6.486,"Enil",1,"kolo",1.9,10.063,1.9,"Enil"
2025,"Sakajarvi","121",3,6.946,"Myotis",1,"kolo",1.9,10.063,1.9,"Myotis"
2025,"Sakajarvi","142",1,3.334,"Enil",1,"kolo",1.4,9.781,2,"Enil"
2025,"Sakajarvi","142",2,8.976,"Enil",1,"kolo",2,9.781,2,"Enil"
2025,"Sakajarvi","141",1,6.543,"Enil",1,"pinta",1.9,10.191,1.9,"Enil"
2025,"Sakajarvi","141",2,8.924,"Enil",1,"pinta",1.9,10.191,1.9,"Enil"
2025,"Sakajarvi","30",1,6.248,"Enil",1,"kolo",1.9,10.697,1.9,"Enil"
2025,"Sakajarvi","30",2,5.736,"Paur",1,"kolo",1.9,10.697,1.9,"Paur"
2025,"Sakajarvi","140",1,0.745,"Enil",1,"pinta",2,8.232,2,"Enil"
2025,"Sakajarvi","140",2,6.43,"Enil",1,"pinta",2,8.232,2,"Enil"
2025,"Sakajarvi","140",3,6.867,"Enil",1,"kolo",2,8.232,2,"Enil"
2025,"Sakajarvi","140",4,7.614,"Enil",1,"kolo",2,8.232,2,"Enil"
2025,"Sakajarvi","140",5,7.411,"Enil",1,"kolo",2,8.232,2,"Enil"
2025,"Sakajarvi","140",7,5.094,"Enil",1,"kolo",1.7,8.232,2,"Enil"
2025,"Sakajarvi","140",8,1.885,"Enil",1,"kolo",1.2,8.232,2,"Enil"
2025,"Sakajarvi","241",1,1.837,"Enil",1,"pinta",2,6.987,2,"Enil"
2025,"Sakajarvi","241",2,1.264,"Enil",1,"pinta",2,6.987,2,"Enil"
2025,"Sakajarvi","241",3,4.789,"Enil",1,"kolo",2,6.987,2,"Enil"
2025,"Sakajarvi","241",4,3.358,"Enil",1,"pinta",2,6.987,2,"Enil"
2025,"Sakajarvi","241",5,4.742,"Enil",1,"pinta",2,6.987,2,"Enil"
2025,"Sakajarvi","241",6,6.871,"Enil",1,"pinta",2,6.987,2,"Enil"
2025,"Sakajarvi","244",1,7.237,"Enil",1,"pinta",1.9,11.595,2.2,"Enil"
2025,"Sakajarvi","252",1,5.447,"Enil",1,"pinta",1.9,6.392,2,"Enil"
2025,"Sakajarvi","252",2,3.294,"Enil",1,"kolo",1.6,6.392,2,"Enil"
2025,"Sakajarvi","427",1,9.249,"Enil",1,"pinta",1.9,11.328,1.9,"Enil"
2025,"Sakajarvi","427",2,7.068,"Enil",1,"pinta",1.9,11.328,1.9,"Enil"
2025,"Sakajarvi","427",3,4.507,"Enil",1,"pinta",1.9,11.328,1.9,"Enil"
2025,"Sakajarvi","23",1,6.634,"Enil",2,"kolo",2,17.641,2,"Enil"
2025,"Sakajarvi","23",2,9.977,"Enil",2,"kolo",2,17.641,2,"Enil"
2025,"Sakajarvi","23",3,13.561,"Paur",1,"kolo",2,17.641,2,"Paur"
2025,"Sakajarvi","23",4,17.147,"Enil",3,"kolo",2,17.641,2,"Enil"
2025,"Sakajarvi","23",5,14.392,"Enil",1,"kolo",2,17.641,2,"Enil"
2025,"Sakajarvi","23",6,7.725,"Enil",2,"kolo",2,17.641,2,"Enil"
2023,"Etelapaa","43",1,3.146,"Enil",1,"pinta",2,8.085,2,"Enil"
2023,"Etelapaa","40",1,10.531,"Enil",1,"pinta",1.7,12.882,2.1,"Enil"
2023,"Etelapaa","40",2,4.746,"Enil",3,"pinta",4,12.882,5,"Enil"
2023,"Etelapaa","40",3,3.702,"Enil",1,"pinta",2,12.882,2.1,"Enil"
2023,"Etelapaa","167",1,18.734,"Enil",1,"kolo",3.6,21.122,3.6,"Enil"
2023,"Etelapaa","167",2,15.611,"Enil",1,"kolo",3.6,21.122,3.6,"Enil"
2023,"Etelapaa","167",3,13.431,"Myotis",2,"kolo",3.6,21.122,3.6,"Myotis"
2023,"Etelapaa","167",4,9.982,"Enil",1,"kolo",2,21.122,2.5,"Enil"
2023,"Etelapaa","167",5,6.885,"Myotis",1,"kolo",2.5,21.122,2.5,"Myotis"
2023,"Etelapaa","167",6,14.543,"Enil",2,"pinta",3.6,21.122,3.6,"Enil"
2023,"Etelapaa","170-171",1,8.986,"Enil",1,"pinta",2,9.967,2,"Enil"
2023,"Etelapaa","170-171",2,7.769,"Enil",1,"pinta",2,9.967,2,"Enil"
2023,"Etelapaa","28-172",1,10.281,"Enil",1,"pinta",2,11.529,2,"Enil"
2023,"Etelapaa","38",1,4.659,"Enil",1,"kolo",2.2,14.835,2.2,"Enil"
2023,"Etelapaa","38",2,5.696,"Enil",1,"pinta",2.2,14.835,2.2,"Enil"
2023,"Etelapaa","38",3,6.123,"Enil",1,"pinta",5,14.835,5,"Enil"
2023,"Etelapaa","38",4,6.621,"Enil",1,"pinta",2,14.835,2.2,"Enil"
2023,"Etelapaa","173",1,6.278,"Enil",1,"pinta",2,11.247,2,"Enil"
2023,"Etelapaa","173",2,6.817,"Enil",1,"pinta",2,11.247,2,"Enil"
2023,"Etelapaa","173",3,3.676,"Enil",1,"pinta",2,11.247,2,"Enil"
2023,"Etelapaa","173",4,3.774,"Enil",1,"pinta",2,11.247,2,"Enil"
2022,"Etelapaa","40",1,12.452,"Enil",1,"pinta",2,12.882,2.1,"Enil"
2022,"Etelapaa","40",2,4.718,"Enil",1,"pinta",2,12.882,2.1,"Enil"
2022,"Etelapaa","167",1,15.128,"Enil",1,"pinta",3.7,21.122,3.7,"Enil"
2022,"Etelapaa","167",2,15.125,"Enil",1,"pinta",3.6,21.122,3.6,"Enil"
2022,"Etelapaa","167",3,15.518,"Enil",1,"pinta",3.6,21.122,3.6,"Enil"
2022,"Etelapaa","167",4,9.533,"Mmbra",1,"kolo",2,21.122,2.5,"Myotis"
2022,"Etelapaa","173",1,10.249,"Enil",1,"pinta",1,11.247,2,"Enil"
2022,"Etelapaa","28-172",1,6.631,"Enil",1,NA,2,11.529,2,"Enil"
2022,"Etelapaa","28-172",2,5.72,"Enil",1,NA,2,11.529,2,"Enil"
2022,"Etelapaa","38",1,7.408,"Enil",1,"pinta",1.8,14.835,2.2,"Enil"
2022,"Etelapaa","38",2,6.675,"Enil",2,"kolo",2.2,14.835,2.2,"Enil"
2022,"Etelapaa","38",3,5.951,"Enil",1,"pinta",2.15,14.835,2.2,"Enil"
2022,"Etelapaa","38",4,6.149,"Enil",3,"kolo",2.2,14.835,4.3,"Enil"
2022,"Etelapaa","38",5,6.498,"Enil",1,"pinta",1,14.835,2.2,"Enil"
2023,"Harju","17",1,3.137,"Enil",1,"kolo",2.2,20.022,2.2,"Enil"
2023,"Harju","17",2,6.049,"Enil",1,"kolo",1.8,20.022,2.8,"Enil"
2023,"Harju","17",3,4.504,"Paur",1,"kolo",2.8,20.022,2.8,"Paur"
2023,"Harju","17",4,14.704,"Mmbra",1,"kolo",3.2,20.022,3.2,"Myotis"
2023,"Harju","17",5,5.737,"Myotis",1,"kolo",2.8,20.022,2.8,"Myotis"
2023,"Harju","82",1,2.018,"Enil",1,"pinta",1.3,10.897,1.9,"Enil"
2023,"Harju","82",2,3.208,"Enil",1,"pinta",1.8,10.897,1.9,"Enil"
2023,"Harju","82",3,4.787,"Enil",1,"pinta",1.5,10.897,1.9,"Enil"
2023,"Harju","83",1,3.767,"Enil",1,"pinta",2.1,8.101,2.1,"Enil"
2023,"Harju","83",2,5.776,"Enil",1,"pinta",2.1,8.101,2.1,"Enil"
2023,"Harju","83",3,2.441,"Enil",1,"pinta",2.1,8.101,2.1,"Enil"
2023,"Harju","83",4,7.093,"Enil",1,"pinta",2.1,8.101,2.1,"Enil"
2023,"Harju","160",1,13.245,"Mdau",1,"kolo",2,26.684,2.8,"Myotis"
2023,"Harju","160",2,12.11,"Mdau",1,"kolo",2.8,26.684,2.8,"Myotis"
2023,"Harju","160",3,14.117,"Mdau",1,"pinta",2.8,26.684,2.8,"Myotis"
2023,"Harju","160",4,14.862,"Mmbra",6,"pinta",2.8,26.684,2.8,"Myotis"
2023,"Harju","160",5,15.155,"Mdau",1,"pinta",2.8,26.684,2.8,"Myotis"
2023,"Harju","160",6,16.384,"Mmbra",1,"pinta",2.8,26.684,2.8,"Myotis"
2023,"Harju","160",7,18.245,"Enil",1,"pinta",2.8,26.684,2.8,"Enil"
2023,"Harju","160",8,18.129,"Mmbra",1,"pinta",2.8,26.684,2.8,"Myotis"
2023,"Harju","160",9,18.037,"Mmbra",4,"pinta",2.8,26.684,2.8,"Myotis"
2023,"Harju","160",10,18.978,"Mmbra",7,"pinta",3.3,26.684,3.3,"Myotis"
2023,"Harju","160",11,22.089,"Mmbra",3,"pinta",3.3,26.684,3.3,"Myotis"
2023,"Harju","160",12,23.307,"Mdau",1,"pinta",3.3,26.684,3.3,"Myotis"
2023,"Harju","160",13,23.174,"Mmbra",3,"pinta",3.3,26.684,3.3,"Myotis"
2023,"Harju","160",14,24.779,"Mmbra",1,"pinta",3.3,26.684,3.3,"Myotis"
2023,"Harju","160",15,25.038,"Mmbra",1,"pinta",3.3,26.684,3.3,"Myotis"
2023,"Harju","160",16,26.437,"Paur",1,"kolo",3.3,26.684,3.3,"Paur"
2023,"Harju","160",17,26.289,"Mmbra",1,"pinta",3.3,26.684,3.3,"Myotis"
2023,"Harju","160",18,12.242,"Mmbra",9,"kolo",2.8,26.684,2.8,"Myotis"
2023,"Harju","87",1,11.143,"Enil",1,"pinta",2,11.208,2,"Enil"
2023,"Harju","278",1,2.597,"Enil",1,"pinta",2,12.206,2,"Enil"
2023,"Harju","278",2,3.314,"Enil",2,"pinta",0.5,12.206,2,"Enil"
2023,"Harju","278",3,10.039,"Enil",1,"pinta",0.5,12.206,2,"Enil"
2022,"Harju","87",1,5.74,"Enil",1,NA,2,11.208,2,"Enil"
2022,"Harju","160",1,13.668,"Mmbra",1,"pinta",2.8,26.684,2.8,"Myotis"
2022,"Harju","160",2,14.129,"Mmbra",1,"pinta",2.8,26.684,2.8,"Myotis"
2022,"Harju","160",3,16.39,"Mmbra",1,"pinta",2.8,26.684,2.8,"Myotis"
2022,"Harju","160",4,16.88,"Mmbra",1,"pinta",2.8,26.684,2.8,"Myotis"
2022,"Harju","160",5,19.213,"Mmbra",5,"pinta",2.8,26.684,2.8,"Myotis"
2022,"Harju","160",6,19.586,"Mmbra",2,"kolo",3.3,26.684,3.3,"Myotis"
2022,"Harju","160",7,19.893,"Mmbra",2,"pinta",3.3,26.684,3.3,"Myotis"
2022,"Harju","160",8,22.578,"Mmbra",8,"pinta",3.3,26.684,3.3,"Myotis"
2022,"Harju","160",9,23.653,"Mdau",1,"pinta",3.3,26.684,3.3,"Myotis"
2022,"Harju","160",10,26.589,"Mmbra",3,"kolo",3.3,26.684,3.3,"Myotis"
2022,"Harju","160",11,26.37,"Mmbra",3,"kolo",3.3,26.684,3.3,"Myotis"
2022,"Harju","160",12,24.251,"Mmbra",11,"pinta",3.3,26.684,3.3,"Myotis"
2022,"Harju","160",13,19.216,"Myotis",1,"pinta",3.3,26.684,3.3,"Myotis"
2022,"Harju","160",14,21.211,"Mmbra",1,"pinta",3.3,26.684,3.3,"Myotis"
2022,"Harju","160",15,15.046,"Mmbra",1,"pinta",2.8,26.684,2.8,"Myotis"
2022,"Harju","160",16,12.884,"Enil",3,"kolo",2.8,26.684,2.8,"Enil"
2022,"Harju","82",1,10.228,"Enil",2,"pinta",1.9,10.897,1.9,"Enil"
2022,"Harju","82",2,3.556,"Enil",1,"pinta",1.9,10.897,1.9,"Enil"
2022,"Harju","83",1,6.987,"Enil",1,"pinta",2.1,8.101,2.1,"Enil"
2023,"Kylmala","384",1,3.893,"Enil",1,"pinta",1,10.657,2.2,"Enil"
2023,"Kylmala","384",2,3.266,"Enil",1,"pinta",2,10.657,2.2,"Enil"
2023,"Kylmala","384",3,1.588,"Enil",1,"pinta",1.3,10.657,2.2,"Enil"
2023,"Kylmala","312",1,3.318,"Enil",1,"pinta",2,10.597,2,"Enil"
2023,"Kylmala","312",2,7.813,"Enil",1,"pinta",2,10.597,2,"Enil"
2023,"Kylmala","312",3,10.147,"Mmbra",1,"pinta",2,10.597,2,"Myotis"
2023,"Kylmala","304",1,5.726,"Enil",1,"pinta",1.8,9.654,2,"Enil"
2023,"Kylmala","304",2,7.193,"Enil",1,"pinta",2,9.654,2,"Enil"
2023,"Kylmala","306",1,7.344,"Enil",1,"kolo",2,8.832,2,"Enil"
2023,"Kylmala","306",2,8.438,"Enil",1,"kolo",2,8.832,2,"Enil"
2023,"Kylmala","352",1,3.55,"Enil",1,"kolo",0.8,7.816,2,"Enil"
2023,"Kylmala","352",2,5.005,"Enil",1,"pinta",2,7.816,2,"Enil"
2023,"Kylmala","314",1,6.042,"Enil",1,"pinta",1.8,12.959,2,"Enil"
2023,"Kylmala","314",2,6.578,"Enil",2,"pinta",2,12.959,2,"Enil"
2023,"Kylmala","316",1,1.959,"Enil",2,"pinta",2,11.308,2,"Enil"
2023,"Kylmala","316",2,2.067,"Enil",1,"pinta",2,11.308,2,"Enil"
2023,"Kylmala","316",3,7.287,"Enil",1,"pinta",2,11.308,2,"Enil"
2023,"Kylmala","316",4,9.363,"Enil",1,"kolo",1.8,11.308,2,"Enil"
2023,"Kylmala","308",1,7.843,"Enil",1,"pinta",0.7,10.944,2.1,"Enil"
2023,"Kylmala","308",2,9.861,"Enil",1,"pinta",2,10.944,2.1,"Enil"
2023,"Kylmala","308",3,5.648,"Enil",1,"pinta",2,10.944,2.1,"Enil"
2023,"Kylmala","309",1,5.447,"Enil",1,"pinta",2,8.916,2,"Enil"
2023,"Kylmala","309",2,6.357,"Enil",1,"kolo",2,8.916,2,"Enil"
2022,"Kylmala","316",1,2.418,"Paur",1,NA,2,11.308,2,"Paur"
2022,"Kylmala","316",2,4.598,"Mmbra",1,NA,2,11.308,2,"Myotis"
2022,"Kylmala","316",3,9.316,"Paur",1,NA,2,11.308,2,"Paur"
2022,"Kylmala","316",4,8.584,"Enil",1,NA,2,11.308,2,"Enil"
2022,"Kylmala","316",5,5.95,"Enil",1,NA,2,11.308,2,"Enil"
2022,"Kylmala","316",6,6.472,"Paur",1,NA,2,11.308,2,"Paur"
2022,"Kylmala","314",1,7,"Enil",1,"pinta",2,12.959,2,"Enil"
2022,"Kylmala","314",2,11.779,"Enil",2,"pinta",2,12.959,2,"Enil"
2022,"Kylmala","384",1,1.334,"Enil",1,NA,2.2,10.657,2.2,"Enil"
2022,"Kylmala","384",2,3.71,"Enil",1,NA,2.2,10.657,2.2,"Enil"
2022,"Kylmala","384",3,6.244,"Enil",3,NA,NA,10.657,2.2,"Enil"
2022,"Kylmala","384",4,6.45,"Paur",1,"pinta",2,10.657,2.2,"Paur"
2022,"Kylmala","308",1,3.39,"Enil",1,"pinta",2,10.944,2.1,"Enil"
2022,"Kylmala","308",2,10.065,"Enil",1,"pinta",2,10.944,2.1,"Enil"
2022,"Kylmala","308",3,8.933,"Mmbra",1,"kolo",2,10.944,2.1,"Myotis"
2022,"Kylmala","309",1,6.386,"Enil",1,"pinta",2,8.916,2,"Enil"
2022,"Kylmala","306",1,1.924,"Enil",1,NA,2,8.832,2,"Enil"
2022,"Kylmala","306",2,8.106,"Enil",1,NA,2,8.832,2,"Enil"
2022,"Kylmala","306",3,7.48,"Enil",1,NA,2,8.832,2,"Enil"
2023,"Paskomaki","144",1,0.422,"Enil",1,"pinta",2,16.74,2,"Enil"
2023,"Paskomaki","144",2,4.683,"Enil",1,"pinta",2,16.74,2,"Enil"
2023,"Paskomaki","144",3,5.387,"Myotis",1,"kolo",2.5,16.74,2.5,"Myotis"
2023,"Paskomaki","144",4,5.549,"Myotis",2,"kolo",2.5,16.74,2.5,"Myotis"
2023,"Paskomaki","144",5,8.053,"Mdau",1,"pinta",2,16.74,3.2,"Myotis"
2023,"Paskomaki","144",6,15.823,"Mdau",2,"kolo",2.5,16.74,3.2,"Myotis"
2023,"Paskomaki","144",7,15.898,"Mdau",2,"kolo",3.2,16.74,3.2,"Myotis"
2023,"Paskomaki","144",8,15.342,"Mdau",1,"kolo",3.2,16.74,3.2,"Myotis"
2023,"Paskomaki","144",9,15.935,"Mmbra",2,"kolo",3.2,16.74,3.2,"Myotis"
2023,"Paskomaki","144",10,14.914,"Mmbra",1,"kolo",3.2,16.74,3.2,"Myotis"
2023,"Paskomaki","144",11,15.409,"Mdau",2,"kolo",3.2,16.74,3.2,"Myotis"
2023,"Paskomaki","144",12,16.453,"Mdau",1,"kolo",2,16.74,3.2,"Myotis"
2023,"Paskomaki","144",13,15.454,"Mmbra",1,"kolo",2,16.74,3.2,"Myotis"
2023,"Paskomaki","144",14,13.873,"Mdau",2,"pinta",2.5,16.74,3.2,"Myotis"
2023,"Paskomaki","144",15,12.437,"Mmbra",1,"kolo",1,16.74,3.2,"Myotis"
2023,"Paskomaki","144",16,12.746,"Paur",1,"pinta",0.6,16.74,3.2,"Paur"
2023,"Paskomaki","144",17,9.401,"Enil",1,"kolo",3,16.74,3.2,"Enil"
2023,"Paskomaki","144",17,9.401,"Mdau",1,"kolo",3,16.74,3.2,"Myotis"
2023,"Paskomaki","144",18,11.139,"Mdau",9,"pinta",2,16.74,3.2,"Myotis"
2023,"Paskomaki","144",19,8.411,"Enil",1,"pinta",1.8,16.74,3.2,"Enil"
2023,"Paskomaki","144",20,8.48,"Mdau",1,"kolo",3,16.74,3.2,"Myotis"
2023,"Paskomaki","93",1,5.075,"Enil",1,"kolo",2,11.947,2,"Enil"
2023,"Paskomaki","92",1,2.651,"Enil",1,"pinta",2,12.438,2,"Enil"
2023,"Paskomaki","92",2,3.122,"Enil",1,"pinta",2,12.438,2,"Enil"
2023,"Paskomaki","92",3,4.343,"Enil",1,"pinta",1.5,12.438,2,"Enil"
2023,"Paskomaki","92",4,3.53,"Enil",1,"pinta",1.8,12.438,2,"Enil"
2023,"Paskomaki","158",1,2.822,"Enil",1,"pinta",2,8.592,1.9,"Enil"
2023,"Paskomaki","158",2,3.038,"Enil",1,"pinta",2,8.592,1.9,"Enil"
2023,"Paskomaki","99/335",1,8.985,"Enil",1,"kolo",2.2,13.254,2.2,"Enil"
2023,"Paskomaki","104",1,7.468,"Enil",1,"kolo",1.9,9.808,1.9,"Enil"
2023,"Paskomaki","104",2,9.304,"Mmbra",1,"pinta",1.9,9.808,1.9,"Myotis"
2022,"Paskomaki","104",1,5.579,"Enil",1,"pinta",1.9,9.808,1.9,"Enil"
2022,"Paskomaki","158",1,5.86,"Enil",1,"pinta",1.5,8.592,1.9,"Enil"
2022,"Paskomaki","158",2,3.018,"Enil",1,"pinta",1,8.592,1.9,"Enil"
2022,"Paskomaki","94",1,6.354,"Enil",1,NA,NA,11.677,1.9,"Enil"
2022,"Paskomaki","102",1,5.148,"Enil",1,"pinta",2,11.891,2,"Enil"
2022,"Paskomaki","93",1,5.122,"Enil",1,NA,NA,11.947,2,"Enil"
2022,"Paskomaki","93",2,6.704,"Enil",1,NA,NA,11.947,2,"Enil"
2022,"Paskomaki","106",1,6.867,"Enil",1,"kolo",1.9,11.693,1.9,"Enil"
2022,"Paskomaki","92",1,3.25,"Enil",1,"pinta",2,12.438,2,"Enil"
2022,"Paskomaki","92",2,2.962,"Enil",1,"pinta",2,12.438,2,"Enil"
2022,"Paskomaki","144",1,4.314,"Enil",1,"pinta",2,16.74,2,"Enil"
2022,"Paskomaki","144",2,8.682,"Mmbra",1,"pinta",3.2,16.74,3.2,"Myotis"
2022,"Paskomaki","144",3,13.918,"Mmbra",1,"pinta",3.2,16.74,3.2,"Myotis"
2022,"Paskomaki","144",4,13.967,"Mmbra",2,"pinta",3.2,16.74,3.2,"Myotis"
2022,"Paskomaki","144",5,13.941,"Mmbra",1,"pinta",3.2,16.74,3.2,"Myotis"
2022,"Paskomaki","144",6,13.21,"Mmbra",2,"kolo",3.2,16.74,3.2,"Myotis"
2022,"Paskomaki","144",7,13.448,"Mmbra",2,"kolo",3.2,16.74,3.2,"Myotis"
2022,"Paskomaki","144",8,13.82,"Mmbra",3,"pinta",3.2,16.74,3.2,"Myotis"
2022,"Paskomaki","144",9,14.085,"Mmbra",2,"pinta",3.2,16.74,3.2,"Myotis"
2022,"Paskomaki","144",10,14.867,"Mmbra",2,"pinta",3.2,16.74,3.2,"Myotis"
2022,"Paskomaki","144",11,14.366,"Mdau",1,"pinta",3.2,16.74,3.2,"Myotis"
2022,"Paskomaki","144",12,16.472,"Mmbra",2,"pinta",3.2,16.74,3.2,"Myotis"
2022,"Paskomaki","144",13,14.055,"Mdau",2,"pinta",3.2,16.74,3.2,"Myotis"
2022,"Paskomaki","144",14,10.161,"Myotis",2,"pinta",3.2,16.74,3.2,"Myotis"
2022,"Paskomaki","144",15,8.762,"Enil",1,"pinta",0.8,16.74,3.2,"Enil"
2022,"Paskomaki","144",16,8.549,"Enil",1,"pinta",0.5,16.74,3.2,"Enil"
2022,"Paskomaki","144",17,7.137,"Mdau",1,"pinta",2.5,16.74,2.5,"Myotis"
2022,"Paskomaki","144",18,5.139,"Paur",1,"kolo",2.5,16.74,2.5,"Paur"
2022,"Pohjoispaa","420",1,10.479,"Enil",1,"pinta",1.8,12.467,2,"Enil"
2022,"Pohjoispaa","420",2,6.489,"Enil",1,"pinta",1.8,12.467,2,"Enil"
2022,"Pohjoispaa","420",3,6.255,"Enil",1,"pinta",1.8,12.467,2,"Enil"
2022,"Pohjoispaa","420",4,5.307,"Enil",1,"pinta",1.8,12.467,2,"Enil"
2022,"Pohjoispaa","420",5,3.254,"Enil",1,"pinta",1.8,12.467,2,"Enil"
2023,"Ravijoki","2",1,5.243,"Enil",2,"pinta",2,16.608,2.3,"Enil"
2023,"Ravijoki","2",2,11.012,"Mmbra",1,"kolo",2.5,16.608,3,"Myotis"
2023,"Ravijoki","2",3,10.842,"Enil",1,"pinta",1.5,16.608,3,"Enil"
2023,"Ravijoki","11",1,0.279,"Mmbra",1,"kolo",2.5,21.93,2.5,"Myotis"
2023,"Ravijoki","11",2,1.645,"Mmbra",1,"kolo",2.5,21.93,2.5,"Myotis"
2023,"Ravijoki","11",3,9.092,"Mdau",1,"kolo",1.7,21.93,2.1,"Myotis"
2023,"Ravijoki","11",4,3.982,"Mdau",1,"kolo",3,21.93,6,"Myotis"
2023,"Ravijoki","11",5,3.599,"Enil",2,"pinta",6,21.93,6,"Enil"
2023,"Ravijoki","11",7,17.189,"Mmbra",14,"kolo",3.1,21.93,3.1,"Myotis"
2023,"Ravijoki","11",8,18.265,"Mdau",1,"kolo",3.1,21.93,3.1,"Myotis"
2023,"Ravijoki","11",9,18.218,"Mmbra",1,"pinta",3.1,21.93,3.1,"Myotis"
2023,"Ravijoki","11",10,21.034,"Mdau",3,"kolo",3.1,21.93,3.1,"Myotis"
2023,"Ravijoki","1-180",1,22.504,"Mmbra",2,"kolo",3.1,24.446,3.1,"Myotis"
2023,"Ravijoki","1-180",2,15.672,"Mmbra",1,"kolo",2,24.446,3.1,"Myotis"
2023,"Ravijoki","1-180",3,13.94,"Mmbra",2,"kolo",0.5,24.446,2,"Myotis"
2023,"Ravijoki","1-180",4,11.279,"Enil",1,"pinta",3,24.446,3,"Enil"
2023,"Ravijoki","1-180",5,14.938,"Paur",1,"kolo",1.5,24.446,3.1,"Paur"
2023,"Ravijoki","1-180",6,15.755,"Mmbra",1,"kolo",3,24.446,3.1,"Myotis"
2023,"Ravijoki","7",1,12.892,"Paur",1,"kolo",1.3,25.985,2.3,"Paur"
2023,"Ravijoki","7",2,15.732,"Enil",1,"pinta",2,25.985,2.3,"Enil"
